;age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
10178;49;9;1;5;0;2;0;1;4;2;320;2;999;0;1;1.4;94.465;-41.8;4.958;5228.1;0
1167;53;1;1;0;1;0;0;1;6;2;178;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
35914;36;0;1;3;0;0;0;0;6;1;119;1;999;0;1;-1.8;92.893;-46.2;1.264;5099.1;1
10094;32;3;1;3;0;0;0;1;4;2;264;1;999;0;1;1.4;94.465;-41.8;4.958;5228.1;0
5986;34;1;1;2;0;0;0;1;6;3;427;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
20271;39;0;1;3;0;2;0;0;1;1;154;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
15218;28;1;2;7;0;0;0;0;3;2;437;1;999;0;1;1.4;93.918;-42.7;4.958;5228.1;0
15366;56;0;1;6;0;2;2;0;3;0;383;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
23094;35;9;2;5;0;2;2;0;1;3;259;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
4032;48;7;0;3;1;2;2;1;6;1;158;2;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
8455;32;6;0;6;0;0;2;1;4;3;254;21;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
8043;44;1;0;7;0;0;2;1;4;1;73;3;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
3799;28;7;2;2;0;2;0;1;6;0;148;2;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
29349;26;9;2;5;0;2;0;1;0;0;100;2;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
11301;53;6;0;2;0;2;0;1;4;2;177;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
15209;27;1;2;2;0;0;0;0;3;2;656;3;999;0;1;1.4;93.918;-42.7;4.958;5228.1;1
40862;27;8;2;6;0;2;0;0;8;0;161;1;999;3;0;-1.1;94.601;-49.5;0.942;4963.6;0
32487;28;0;1;3;0;0;0;0;6;0;129;2;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
27989;46;5;1;1;1;2;0;0;0;4;525;2;999;0;1;-1.8;93.075;-47.1;1.498;5099.1;0
28084;32;1;1;2;0;0;0;0;0;0;66;2;999;0;1;-1.8;93.075;-47.1;1.479;5099.1;0
22809;53;3;1;7;0;2;0;0;1;1;152;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
25168;50;9;1;5;0;1;1;0;7;3;319;2;999;1;0;-0.1;93.2;-42.0;4.153;5195.8;0
12612;36;6;1;5;1;0;2;0;3;1;216;5;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
3104;39;10;1;3;0;0;2;1;6;2;135;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
15744;39;9;2;5;0;0;0;0;3;1;617;2;999;0;1;1.4;93.918;-42.7;4.96;5228.1;1
19867;46;0;1;3;1;0;0;0;1;0;49;3;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
31654;25;1;2;2;0;2;0;0;6;2;133;1;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
40191;22;0;2;6;0;2;0;1;3;1;484;1;999;2;0;-1.7;94.215;-40.3;0.87;4991.6;1
36782;33;4;1;6;0;2;0;0;4;0;139;5;999;0;1;-2.9;92.963;-40.8;1.268;5076.2;0
3371;58;1;1;0;1;2;2;1;6;2;334;10;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
4388;22;1;2;2;0;2;0;1;6;3;396;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
23110;30;9;1;5;0;0;0;0;1;3;392;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
2932;42;0;0;6;0;0;0;1;6;4;180;4;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
16908;48;1;1;0;1;0;0;0;3;2;107;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
17849;57;0;1;5;0;2;0;0;3;3;60;4;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
27941;28;0;2;3;0;0;0;1;5;0;234;2;999;0;1;-1.8;92.843;-50.0;1.531;5099.1;1
10432;55;1;1;0;1;0;0;1;4;1;431;1;999;0;1;1.4;94.465;-41.8;4.96;5228.1;0
21860;54;6;1;5;1;2;0;0;1;4;104;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
31521;38;9;2;6;0;2;2;0;6;4;606;3;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;1
5837;37;9;1;5;1;2;0;1;6;1;81;6;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
16959;53;2;1;6;0;2;2;0;3;2;736;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
33042;34;0;1;6;0;2;0;0;6;1;301;2;999;1;0;-1.8;92.893;-46.2;1.299;5099.1;0
30525;31;8;2;7;0;0;2;0;6;1;63;3;999;0;1;-1.8;92.893;-46.2;1.354;5099.1;0
21469;33;9;2;5;0;0;0;0;1;3;193;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
40691;29;9;2;5;0;1;1;0;9;0;255;1;3;2;2;-1.1;94.199;-37.5;0.878;4963.6;1
38561;67;0;1;0;1;0;0;0;8;2;299;2;2;2;2;-3.4;92.431;-26.9;0.722;5017.5;1
30274;28;1;2;2;0;2;0;0;0;2;315;1;2;1;2;-1.8;93.075;-47.1;1.365;5099.1;1
21214;41;0;1;6;1;2;0;0;1;1;235;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
35581;58;6;1;6;0;2;0;0;6;1;379;1;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
6900;52;5;1;0;0;2;0;1;6;2;138;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
13260;40;1;1;0;1;1;1;1;3;4;135;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
19299;38;0;2;3;0;0;0;0;1;4;181;1;999;0;1;1.4;93.444;-36.1;4.967;5228.1;0
11112;39;9;2;5;1;0;0;1;4;2;820;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
32024;49;1;1;2;0;2;0;0;6;2;411;1;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
30791;46;1;1;3;0;0;2;0;6;3;173;1;999;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
29483;31;0;2;6;0;2;0;0;0;1;201;3;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
21275;48;1;1;7;0;2;0;0;1;1;346;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
19064;53;9;1;5;0;2;0;0;1;3;123;1;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
19532;41;9;0;6;0;2;0;0;1;2;95;1;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
36960;46;2;1;6;0;2;0;0;3;2;396;1;999;0;1;-2.9;92.469;-33.6;1.072;5076.2;1
39468;29;0;2;6;0;2;0;0;0;1;237;4;999;0;1;-1.8;93.749;-34.6;0.643;5008.7;0
14758;31;1;1;2;0;0;0;0;3;4;715;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
13228;28;9;1;6;0;2;0;0;3;4;321;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
10848;31;9;1;5;0;0;0;1;4;4;371;2;999;0;1;1.4;94.465;-41.8;4.962;5228.1;1
27203;46;0;1;6;0;2;0;0;7;0;70;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
29521;34;0;1;2;0;2;0;0;0;1;317;1;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
24327;40;0;1;6;1;0;0;0;7;1;890;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;1
37683;37;0;1;6;0;0;0;0;1;4;225;2;999;0;1;-2.9;92.201;-31.4;0.854;5076.2;1
11171;30;0;1;3;0;0;0;1;4;2;66;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
20482;48;0;1;2;0;2;0;0;1;3;92;2;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
9958;56;1;1;0;0;0;0;1;4;4;133;2;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
27886;29;1;2;2;0;2;0;0;5;3;116;2;999;0;1;-1.8;92.843;-50.0;1.556;5099.1;0
30207;36;9;2;5;0;2;0;0;0;2;218;1;2;2;2;-1.8;93.075;-47.1;1.365;5099.1;1
32160;40;1;1;7;1;0;0;0;6;0;265;1;999;1;0;-1.8;92.893;-46.2;1.313;5099.1;0
23839;45;9;1;5;0;2;0;0;1;0;139;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
27044;50;1;0;5;0;2;2;0;7;0;49;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
22158;48;0;1;3;0;2;0;0;1;2;62;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
4513;43;3;1;0;0;1;1;1;6;3;201;4;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
9698;28;2;2;3;0;2;0;1;4;1;419;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
26865;31;0;2;6;0;0;2;0;7;2;264;1;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
23340;54;0;1;5;0;2;0;0;1;4;103;4;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
8869;39;1;1;1;1;2;0;1;4;2;414;1;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
6242;54;9;1;0;0;0;0;1;6;3;120;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
12947;27;0;2;3;0;0;0;0;3;3;317;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
20514;33;0;1;6;0;0;0;0;1;3;66;2;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
22831;29;0;2;6;0;0;2;0;1;1;146;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
22019;46;6;1;6;0;0;0;0;1;4;696;3;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
35864;57;0;1;1;0;2;0;0;6;0;100;1;999;0;1;-1.8;92.893;-46.2;1.259;5099.1;0
3427;33;1;0;2;1;0;0;1;6;2;1867;6;999;0;1;1.1;93.994;-36.4;4.86;5191.0;1
32264;47;1;1;3;0;2;0;0;6;0;191;3;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
15392;26;1;2;3;0;0;0;0;3;0;102;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
25106;39;4;1;6;0;0;0;0;7;3;435;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
35973;78;5;1;3;0;2;0;0;6;1;754;2;3;2;0;-1.8;92.893;-46.2;1.264;5099.1;0
37788;63;3;1;0;0;0;0;0;1;3;511;1;999;1;0;-2.9;92.201;-31.4;0.838;5076.2;1
14316;27;0;1;2;1;2;2;0;3;1;166;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
35473;32;0;2;6;0;2;0;0;6;1;8;7;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
23528;34;9;1;6;0;1;1;0;1;2;81;2;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
3010;33;0;1;6;0;0;0;1;6;4;122;4;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
40877;22;6;2;5;0;2;0;0;8;4;218;1;999;0;1;-1.1;94.601;-49.5;0.959;4963.6;1
30713;34;1;1;2;0;0;0;0;6;3;129;2;999;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
17733;57;0;1;6;0;2;0;1;3;3;7;4;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
15335;38;9;2;5;0;0;0;0;3;0;59;4;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
9175;35;10;1;6;0;2;2;1;4;0;272;1;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
26042;35;4;1;6;0;2;0;0;7;4;130;3;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
28807;31;1;1;2;1;2;0;0;0;2;176;3;999;0;1;-1.8;93.075;-47.1;1.41;5099.1;0
641;29;0;1;3;0;2;0;1;6;3;29;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
20963;50;9;2;6;0;2;0;0;1;2;174;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
35447;38;9;2;5;0;2;0;0;6;1;17;7;999;1;0;-1.8;92.893;-46.2;1.244;5099.1;0
23604;46;0;1;3;0;2;0;0;1;2;82;3;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
34105;34;7;1;6;0;2;0;0;6;4;154;2;999;1;0;-1.8;92.893;-46.2;1.281;5099.1;0
16994;48;1;1;7;0;0;0;0;3;2;730;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
11128;43;7;1;3;0;2;0;1;4;2;268;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
22111;43;0;1;6;0;2;2;0;1;2;444;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
32727;56;4;1;5;0;2;0;0;6;1;240;2;999;1;0;-1.8;92.893;-46.2;1.299;5099.1;0
15781;43;0;1;3;0;0;2;0;3;1;111;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
37048;50;9;1;5;0;0;0;0;3;4;87;1;999;0;1;-2.9;92.469;-33.6;1.029;5076.2;0
39712;41;4;1;7;0;2;0;0;6;0;588;1;18;2;0;-1.8;93.876;-40.0;0.695;5008.7;1
28428;43;2;1;3;0;2;0;0;0;2;90;2;999;0;1;-1.8;93.075;-47.1;1.435;5099.1;0
19927;48;9;1;6;1;0;0;0;1;0;66;4;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
4607;33;3;1;0;0;1;1;1;6;3;129;8;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
28598;58;5;0;6;0;2;0;0;0;4;129;1;999;0;1;-1.8;93.075;-47.1;1.415;5099.1;1
5558;43;4;1;5;0;0;0;1;6;1;153;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
13917;35;0;1;3;1;0;2;0;3;0;93;2;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
7654;43;4;1;6;0;2;0;1;6;0;339;4;999;0;1;1.1;93.994;-36.4;4.864;5191.0;0
16419;49;9;1;5;0;0;0;0;3;4;244;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
34429;29;7;1;3;1;2;0;0;6;2;161;1;999;1;0;-1.8;92.893;-46.2;1.266;5099.1;0
30742;35;1;2;3;0;2;0;0;6;3;173;1;999;1;0;-1.8;92.893;-46.2;1.344;5099.1;0
40928;21;8;2;3;0;0;0;0;8;3;362;1;999;0;1;-1.1;94.601;-49.5;0.982;4963.6;1
27848;46;9;1;5;0;0;0;0;5;3;163;2;999;0;1;-1.8;92.843;-50.0;1.614;5099.1;0
26621;31;10;2;5;0;2;0;0;7;2;70;1;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
28362;37;1;0;2;1;2;0;0;0;2;435;2;999;1;0;-1.8;93.075;-47.1;1.435;5099.1;0
24791;35;0;1;3;0;0;0;0;7;3;72;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
14351;54;1;2;7;0;0;0;1;3;1;185;4;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
25149;49;0;1;6;0;0;0;0;7;3;163;1;999;1;0;-0.1;93.2;-42.0;4.153;5195.8;0
656;33;7;1;0;0;0;0;1;6;3;202;4;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
38692;57;0;1;3;0;2;0;0;7;1;169;1;3;3;2;-3.4;92.649;-30.1;0.715;5017.5;1
26256;31;7;1;3;0;2;0;0;7;2;220;1;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
6751;46;3;1;0;0;2;0;1;6;4;238;8;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
3710;52;1;1;0;0;0;0;1;6;0;136;2;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
5128;60;5;0;0;1;0;2;1;6;0;237;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
18006;26;7;2;3;0;2;0;0;3;4;142;2;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
9503;37;0;2;6;0;2;0;1;4;1;540;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
24239;35;6;1;6;0;0;0;1;7;1;81;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
7362;45;9;1;5;1;0;0;1;6;0;207;4;999;0;1;1.1;93.994;-36.4;4.864;5191.0;0
4716;55;0;0;6;0;2;0;1;6;4;115;2;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
13751;31;0;2;6;0;2;2;0;3;2;107;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
28568;44;9;1;5;0;2;0;0;0;4;56;1;999;1;0;-1.8;93.075;-47.1;1.415;5099.1;0
21631;32;0;2;6;0;2;2;0;1;3;69;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
24375;52;4;0;6;0;2;0;0;7;1;89;2;999;1;0;-0.1;93.2;-42.0;4.191;5195.8;0
12049;59;3;1;1;0;0;0;1;4;0;207;3;999;0;1;1.4;94.465;-41.8;4.947;5228.1;0
33384;34;7;1;3;1;0;0;0;6;3;148;2;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
33685;34;0;1;6;0;0;0;0;6;4;213;1;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
28442;26;10;2;6;0;2;0;0;0;3;136;3;999;0;1;-1.8;93.075;-47.1;1.423;5099.1;0
7780;36;6;0;6;0;2;2;1;4;1;372;2;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
7742;33;0;1;3;0;2;0;1;6;0;53;7;999;0;1;1.1;93.994;-36.4;4.864;5191.0;0
17956;30;0;0;6;0;2;0;1;3;3;399;9;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
26501;30;1;2;2;1;1;1;0;7;2;93;2;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
17852;40;2;1;3;0;0;0;0;3;3;422;2;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
25966;47;1;1;2;0;2;0;0;7;4;88;1;999;1;0;-0.1;93.2;-42.0;4.12;5195.8;0
22766;50;9;0;5;0;0;0;0;1;1;73;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
6143;31;1;1;2;0;0;0;1;6;3;935;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;1
23028;49;0;1;6;0;2;0;0;1;3;62;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
25302;56;5;0;6;0;2;0;0;7;3;972;2;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
38110;39;7;1;3;0;0;0;0;9;3;65;1;999;0;1;-3.4;92.379;-29.8;0.755;5017.5;1
22828;47;1;1;2;0;2;0;0;1;1;157;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
34465;39;1;1;2;0;2;0;0;6;2;607;3;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;1
30777;28;1;2;2;1;0;0;0;6;3;718;1;999;1;0;-1.8;92.893;-46.2;1.344;5099.1;0
9177;41;9;1;2;0;2;0;1;4;0;307;1;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
5055;45;1;1;1;1;2;0;1;6;0;329;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
13021;28;7;1;3;0;2;0;0;3;3;286;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
26900;36;6;1;2;0;2;0;0;7;2;317;2;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
27744;23;0;2;6;0;2;0;0;5;2;64;1;999;0;1;-1.8;92.843;-50.0;1.757;5099.1;0
20854;33;9;2;5;0;2;0;0;1;2;719;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
36475;24;1;2;2;0;1;1;0;4;4;192;1;999;0;1;-2.9;92.963;-40.8;1.26;5076.2;0
15482;33;7;1;2;0;2;0;0;3;0;169;2;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
29600;48;7;2;2;0;2;0;0;0;1;16;5;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
9575;29;1;2;2;0;0;0;1;4;1;91;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
32932;42;0;1;6;0;0;0;0;6;1;98;2;999;1;0;-1.8;92.893;-46.2;1.299;5099.1;0
33028;26;0;2;3;0;2;0;0;6;1;211;2;999;1;0;-1.8;92.893;-46.2;1.299;5099.1;0
38329;25;0;2;6;0;1;1;0;8;0;1580;2;999;0;1;-3.4;92.431;-26.9;0.739;5017.5;0
38265;55;9;1;5;0;0;0;0;8;3;213;1;999;0;1;-3.4;92.431;-26.9;0.742;5017.5;0
32565;38;2;2;6;0;2;0;1;6;1;30;4;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
38806;29;0;2;6;0;0;0;0;7;0;122;1;3;2;2;-3.4;92.649;-30.1;0.714;5017.5;1
20806;34;2;1;5;0;2;0;0;1;4;73;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
18820;28;1;1;0;1;0;2;0;3;2;29;8;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
29980;31;9;2;6;0;0;0;1;0;3;207;17;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;1
32642;31;9;2;6;0;2;0;0;6;1;94;1;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
27447;30;1;1;3;0;2;2;0;7;0;14;5;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
34031;39;1;1;3;0;2;2;0;6;4;312;1;999;1;0;-1.8;92.893;-46.2;1.281;5099.1;0
30946;41;1;1;1;0;2;0;0;6;3;150;2;999;1;0;-1.8;92.893;-46.2;1.344;5099.1;0
1656;35;1;1;2;0;0;0;1;6;0;131;3;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
34282;31;1;1;2;0;2;0;0;6;2;222;1;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
12624;32;0;2;6;0;0;0;0;3;1;97;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
26491;44;6;1;6;0;0;0;1;7;2;39;1;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
354;53;0;1;6;0;2;0;1;6;1;208;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
27121;45;9;1;2;1;0;0;0;7;0;174;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
40530;26;1;1;5;0;1;1;1;1;3;11;1;999;0;1;-1.7;94.027;-38.3;0.889;4991.6;0
30072;85;5;1;0;0;2;0;0;0;2;191;1;999;0;1;-1.8;93.075;-47.1;1.406;5099.1;0
29834;34;0;2;6;0;2;0;0;0;1;58;2;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
32906;35;1;1;0;0;2;0;0;6;1;629;1;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
5195;38;1;1;0;0;0;0;1;6;0;438;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
24759;47;10;1;3;0;0;0;0;7;3;94;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
39386;64;5;1;0;0;2;0;0;5;4;262;2;999;0;1;-1.8;93.369;-34.8;0.634;5008.7;1
17869;46;9;2;5;0;0;0;0;3;3;328;2;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
12499;43;7;2;3;0;0;0;0;3;1;385;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
25674;48;0;2;0;1;0;0;0;7;4;340;2;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
15586;30;0;1;6;0;2;0;0;3;0;799;2;999;0;1;1.4;93.918;-42.7;4.957;5228.1;1
24013;38;1;2;7;0;2;0;1;8;3;39;1;999;1;0;-0.1;93.798;-40.4;4.968;5195.8;0
7080;47;0;1;0;0;0;0;1;6;2;175;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
37515;25;0;2;6;0;0;2;0;1;2;99;1;999;0;1;-2.9;92.201;-31.4;0.873;5076.2;0
1568;31;1;2;2;0;0;0;1;6;2;732;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
20532;49;5;0;5;0;2;2;1;1;3;128;8;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
26188;41;9;1;2;0;2;0;0;7;2;348;3;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
7834;39;2;1;2;1;2;0;1;4;1;70;1;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
13846;37;1;1;2;0;2;0;0;3;0;23;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
23589;48;0;0;6;0;2;0;0;1;2;122;6;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
28483;55;0;2;3;0;2;0;0;0;3;461;2;999;1;0;-1.8;93.075;-47.1;1.423;5099.1;0
17077;46;4;1;6;0;0;2;0;3;0;153;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
18072;22;7;1;2;1;0;0;1;3;4;42;2;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
9511;52;3;1;0;1;2;0;1;4;1;65;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
32880;35;7;0;6;0;2;0;0;6;1;215;1;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
26796;31;9;1;5;0;2;0;0;7;2;144;2;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
35094;34;7;0;3;0;2;0;0;6;0;84;1;999;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
15760;32;0;2;3;1;2;0;0;3;1;141;2;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
642;34;1;1;0;0;2;0;1;6;3;311;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
16117;32;1;1;0;0;2;0;0;3;3;117;1;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
30442;42;7;1;3;0;0;0;0;6;1;312;2;999;0;1;-1.8;92.893;-46.2;1.354;5099.1;0
37969;59;0;1;7;0;2;2;0;9;1;281;3;3;1;2;-3.4;92.379;-29.8;0.797;5017.5;1
2976;37;1;1;0;0;2;0;1;6;4;191;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
9291;49;5;1;2;0;0;0;1;4;0;217;4;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
21220;45;9;1;5;0;2;0;0;1;1;95;4;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
9243;43;1;1;0;0;0;0;1;4;0;216;3;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
4332;40;0;0;6;0;2;0;1;6;3;380;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
18713;43;0;1;5;1;2;0;0;3;2;68;2;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
20116;31;0;1;6;1;0;0;0;1;1;275;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
38631;32;0;2;6;0;0;0;0;7;1;85;2;999;0;1;-3.4;92.649;-30.1;0.722;5017.5;0
6962;34;4;2;2;0;2;0;1;6;2;84;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
25666;36;7;1;6;0;2;0;0;7;4;86;3;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
10519;25;8;2;3;0;2;0;1;4;3;173;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
11221;43;10;1;5;0;2;0;1;4;2;52;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
41147;25;9;2;5;0;2;0;0;7;0;712;2;19;1;2;-1.1;94.767;-50.8;1.04;4963.6;1
27813;88;5;0;0;0;2;0;0;5;4;101;7;999;0;1;-1.8;92.843;-50.0;1.663;5099.1;1
